RMSE,R2,Sp
2.817500833333951,-7.49067347237628,0.10870762479465435
2.5453712481030895,-5.9297298025056575,0.14090635906456242
2.0285710740759546,-3.401437001001683,0.29355730780126105
1.6222478465128607,-1.8148058551505857,0.34186954299479844
1.7203828482514891,-2.1656598004909484,0.31126297919874746
1.2962935532401312,-0.7973007498095144,0.38819934655833943
1.1341327495861764,-0.37575726858171055,0.4825200965367815
1.1363799123636653,-0.3812145015455728,0.4487982699209215
0.9894842617316447,-0.04720525993907687,0.5622769017592917
0.9435201670257226,0.04782580431760308,0.5684820468447722
0.935454238433257,0.06403603780610068,0.5484567087391456
0.8609868138937852,0.20712078421065017,0.6442596361081377
0.8454756108542462,0.23543185173949366,0.6179058254602222
0.7907658946312028,0.33117901154816876,0.6722493990834904
0.7592552579505898,0.3834196933405577,0.6750289845843886
0.7258142595435382,0.4365374900058192,0.6789953942595779
0.6916753886577269,0.4882961569155324,0.7054828348049976
0.7283323337562104,0.43262105657753647,0.6996443934400056
0.740592570058012,0.4133585647391723,0.6951500255239648
0.6401755156531254,0.5616589404727961,0.7438111995353511
0.6684007755266367,0.5221540347410811,0.7266511308717077
0.6868077650951977,0.4954729839701948,0.7179285755041885
0.6765602531245917,0.5104162514257766,0.7261072825150441
0.6673270315053271,0.5236880608769132,0.7410551780272963
0.6505519640009146,0.547333851831757,0.7298062089672419
0.6256231257991345,0.5813610613460524,0.7449868562284961
0.6476017829028597,0.5514301243370012,0.7382330933211122
0.6586830110596725,0.5359476702291222,0.7360589022587841
0.657585045651938,0.5374934479108942,0.756517231987194
0.625821826995764,0.5810950952572598,0.7634596212506929
0.5863149367102377,0.6323149689127641,0.780245072761747
0.5827859651180087,0.63672776836908,0.7803731840117797
0.5786888357961592,0.6418176009482599,0.7836433556914143
0.6107643322039241,0.601010591664981,0.7525935449213454
0.603083277785994,0.6109829767988667,0.7671157402146134
0.5925687309897086,0.6244294809158232,0.7800681256876569
0.5844750419954138,0.6346189876225387,0.7790810325319457
0.5854729989010012,0.6333701890450738,0.7808373906936762
0.5910597465888991,0.6263398363975508,0.7802912176825416
0.5909263296504944,0.6265085062108202,0.7769617226730058
0.561555737487982,0.6627128693438126,0.7952287494558617
0.5869537172098113,0.6315133588678887,0.7796041882301148
0.5639343749778735,0.6598494564469695,0.7954478388857213
0.5694971189720398,0.6531057542648535,0.7938425580654698
0.5607077239733975,0.6637307846155112,0.7932965351312984
0.569288876385455,0.6533593989112553,0.7945121725117852
0.573156823958451,0.648633002111707,0.7880588873098993
0.5775404189885605,0.6432378271697594,0.7878644461582245
0.5732777594783898,0.6484847102942966,0.8007901678922168
0.5928882332662735,0.6240243701520838,0.792679594713181
0.5796407982144293,0.6406381876944858,0.7966331668101325
0.5438317693532884,0.6836679600719384,0.8067034695249844
0.5710431181599185,0.6512197880613587,0.7861304503744978
0.5419147066211435,0.6858942349524064,0.810283651208415
0.5528073034155799,0.673140149838555,0.8047435149878176
0.5756260898277534,0.6455989722270419,0.7947029579626738
0.5567895633373483,0.6684139850763813,0.8012351525605209
0.5585992108805186,0.6662550762599058,0.8038388681485735
0.5728685697085987,0.6489863349425817,0.8069133181438944
0.5589716519952654,0.6658098849059126,0.8017638586075236
0.5539489125577463,0.6717887513124015,0.7946402843810753
0.5678097619203012,0.6551583276374602,0.7952027007618485
0.5316830814860848,0.6976432175710556,0.8183852932020147
0.5487701486443813,0.6778968356912516,0.8074570195144122
0.5424252610611219,0.685302098828942,0.8050959307070243
0.5439260179863747,0.6835583068759061,0.801603626860388
0.5485532062742767,0.6781514559975585,0.8096728860757391
0.5595400162986042,0.6651299280674081,0.8206475146988831
0.5571684655918795,0.6679625346676454,0.8055516157376695
0.5457817126459825,0.681395436048673,0.8160422618577852
0.5226218679408252,0.7078612351134791,0.8190124047437345
