RMSE,R2,Sp
1.4432461195648298,-1.8025163172535956,0.1665750286413019
1.5929149500103974,-2.4139136295233277,0.18938070973753549
1.5697974887889492,-2.3155426043652434,0.18021923528276526
1.651311837317744,-2.6688127034416014,0.2834368677072734
1.5158034347076281,-2.09138522224787,0.3100681347777732
1.5798500870495673,-2.358142412362721,0.2983892408044266
1.484901158157094,-1.9666235834657995,0.3118571540063466
1.4781491896779684,-1.939705955267843,0.3359005104966689
1.3816901916235087,-1.5685540095019714,0.34556487421809406
1.3382200709630612,-1.409475038073634,0.31284941973541663
1.4076036156651763,-1.6658032945823154,0.34069669682930104
1.2859954049912463,-1.2250828507126204,0.3380732282021042
1.3234415224159186,-1.356551121831274,0.36661536748750373
1.1819052890406934,-0.879458346757346,0.4362476001597489
1.2220839840313735,-1.009414158124816,0.4004615537130555
1.239187638720526,-1.0660531894639136,0.40821119905994596
1.2307481672787492,-1.0380073614253549,0.4405061355025016
1.1694899095347697,-0.8401800199461154,0.4062641574279281
1.1775216195126064,-0.8655424343148352,0.4234774580971483
1.1933969211704427,-0.9161838656536962,0.4334783166662605
1.1842418642389665,-0.8868969066787789,0.41381733531428383
1.105195979833856,-0.6434100779998768,0.4634385530295538
1.1585854222189425,-0.8060238132007349,0.4602505861782082
1.073075400788418,-0.5492725685460136,0.4820582177962125
1.1126443121043157,-0.6656358402482343,0.4626566284473189
1.0612716234528037,-0.5153761827277004,0.4869341466769783
1.0682446848106977,-0.5353550936222171,0.4643274987556916
1.0320098204955126,-0.43296311926152997,0.5071637481596422
1.0425090023208663,-0.46226801560296926,0.491957025851261
0.9878336814479867,-0.3129101707963293,0.5036222099206774
1.0256264829059805,-0.4152911975153577,0.48259687581803495
1.0634588702623944,-0.5216289029335344,0.49803418911016495
0.9489451047934424,-0.2115728494246527,0.5378112647746378
1.0264058768100037,-0.4174430305116452,0.5118377400983697
0.9727326357684962,-0.273075988061241,0.532173723540194
0.9804592290773939,-0.2933808627371468,0.5354459254041943
0.9434680515550964,-0.1976274719596045,0.5187401650173209
0.9846248449601303,-0.30439442241518333,0.5248994318141152
0.9864840231811919,-0.3093250135221992,0.5068797822828455
0.9610508999162164,-0.24268235661110515,0.5020628806666423
0.9176268325798205,-0.13292082964795737,0.5152893206126002
0.8969746944993493,-0.08249957536510921,0.5473708582367419
0.9525396966363087,-0.22076907881585184,0.5310134404987302
0.9014126707985376,-0.09323787638793757,0.54078570337113
0.9079170531824904,-0.10907189444068344,0.5470690821020748
0.9277493415993461,-0.15805360413665115,0.5485340878387032
0.9085181225696671,-0.11054086085392756,0.5436505002390672
0.90110760966485,-0.09249804220643454,0.5461458143090476
0.8691748413177695,-0.016439764380163258,0.5573080696656604
0.8686643044803163,-0.015246040141269068,0.5621920936702512
0.8670908274723783,-0.011571388177598951,0.5643061241950482
0.8597268040185329,0.0055377837411419994,0.5676307463303372
0.8898671232188106,-0.06541222657067736,0.5606541833885667
0.8488429339635144,0.030557559375413268,0.5703382759452958
0.8237703455873182,0.08698132465653619,0.5801250730118034
0.838083828976254,0.05497722577053965,0.5789020921644827
0.8595476971632311,0.005952093138248515,0.5720354816284694
0.8149070863819502,0.10652266172376823,0.5889353250572659
0.8577068720262847,0.010205281037704683,0.5646954423862487
0.8310355995595909,0.07080554486675494,0.5916306011343753
0.8430797615984995,0.04367682356241187,0.5709051698865186
0.8041599993134287,0.12993382340607762,0.5655551793884585
0.8158970638796288,0.10435048835895655,0.595601771863605
0.8337212485406197,0.06479010469183455,0.5900776963608685
0.8122524068623587,0.11233444721670971,0.5814632480067925
0.7769165843245753,0.18788760842812946,0.5881836842196921
0.774231557114785,0.1934912367403293,0.6051848117238896
0.7989814020261862,0.14110377580539935,0.58649738845651
0.8068094111822556,0.12419128214379604,0.5967070035218003
0.7727405704807092,0.19659453553023254,0.5931852073239751
0.780178062665231,0.18105483746402085,0.6036222592744805
0.7430119455012464,0.25722214901262475,0.6124037413164255
0.7878694520395423,0.1648280940351522,0.5920430302711055
0.7681770448008948,0.2060557583705832,0.6080064655223992
0.7740146896623974,0.19394299049050223,0.6030344315224426
0.7741536872667791,0.193653460963769,0.613453460337541
0.7781803121567193,0.18524350549466606,0.6001884736659223
0.7439732773869928,0.2552988475894905,0.6076675668999553
0.731225823136892,0.2806000670573756,0.6266118750250962
0.7209418695747047,0.3006930414291502,0.6204092009690163
0.7348243819054525,0.27350192322237477,0.6196650870515565
0.7518114068761794,0.2395245921636906,0.6023257107449511
0.7547883433538773,0.23349018220106765,0.6123715301310066
0.725263264339893,0.29228448983485134,0.6139713344667226
0.7189321078725691,0.30458650756650973,0.627401442322721
0.7149652637652738,0.3122394871564377,0.6265950335970347
0.7264928220037646,0.2898828387681167,0.6237660188295758
0.725522282046998,0.2917788980278404,0.6255706417122038
0.7060779471617508,0.3292315180442311,0.6299502509809187
0.6926455901847138,0.3545100274332029,0.6386699819819271
0.7061258891109569,0.32914042600441995,0.6228559066181255
0.734248758126936,0.2746396801727172,0.6223681408953906
0.7107836447255673,0.32026097380931007,0.6272491986915133
0.7078742733991187,0.3258141850437024,0.6393213807484409
0.700366534123082,0.3400392238626784,0.6279808882790878
0.7065134180079462,0.32840387516026126,0.6270989280705477
0.6840886633133146,0.37036024731315664,0.6410360681361863
0.6831997838574679,0.37199544538328866,0.6424756912630731
0.6842478047258043,0.37006726361066034,0.6347947475070065
0.6721588453546552,0.3921293297005961,0.6542621605877617
